month,info_month,category,category_label,up,down,active_episode_count,episode_ids
2016-05,2016-04,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-05,2016-04,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-05,2016-04,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-06,2016-05,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-06,2016-05,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-06,2016-05,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.245556,0.024556,2,EP_CORE_ADCVD|EP_HRS_ADCVD
2016-06,2016-05,ENERGY_SUPPLY,에너지 공급,0.0,0.456978,1,EP_JCPOA_RELIEF
2016-06,2016-05,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-06,2016-05,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-06,2016-05,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-07,2016-06,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-07,2016-06,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-07,2016-06,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.210485,0.021048,1,EP_CORE_ADCVD
2016-07,2016-06,ENERGY_SUPPLY,에너지 공급,0.0,0.418031,1,EP_JCPOA_RELIEF
2016-07,2016-06,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-07,2016-06,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-07,2016-06,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-08,2016-07,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-08,2016-07,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-08,2016-07,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.888889,0.088889,2,EP_CORE_ADCVD|EP_CRS_ADCVD
2016-08,2016-07,ENERGY_SUPPLY,에너지 공급,0.0,0.383333,1,EP_JCPOA_RELIEF
2016-08,2016-07,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-08,2016-07,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-08,2016-07,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-09,2016-08,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-09,2016-08,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-09,2016-08,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.806457,0.080646,2,EP_CORE_ADCVD|EP_CRS_ADCVD
2016-09,2016-08,ENERGY_SUPPLY,에너지 공급,0.0,0.352421,1,EP_JCPOA_RELIEF
2016-09,2016-08,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-09,2016-08,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-09,2016-08,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-10,2016-09,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-10,2016-09,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-10,2016-09,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.888889,0.088889,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD
2016-10,2016-09,ENERGY_SUPPLY,에너지 공급,0.0,0.324882,1,EP_JCPOA_RELIEF
2016-10,2016-09,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-10,2016-09,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-10,2016-09,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-11,2016-10,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-11,2016-10,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-11,2016-10,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.888889,0.088889,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2016-11,2016-10,ENERGY_SUPPLY,에너지 공급,0.0,0.300347,1,EP_JCPOA_RELIEF
2016-11,2016-10,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-11,2016-10,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-11,2016-10,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-12,2016-11,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-12,2016-11,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-12,2016-11,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.888889,0.088889,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2016-12,2016-11,ENERGY_SUPPLY,에너지 공급,0.0,0.278489,1,EP_JCPOA_RELIEF
2016-12,2016-11,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-12,2016-11,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-12,2016-11,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-01,2016-12,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-01,2016-12,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2017-01,2016-12,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.775749,0.077575,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-01,2016-12,ENERGY_SUPPLY,에너지 공급,0.0,0.259015,1,EP_JCPOA_RELIEF
2017-01,2016-12,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-01,2016-12,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-01,2016-12,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-02,2017-01,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-02,2017-01,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2017-02,2017-01,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.680609,0.068061,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-02,2017-01,ENERGY_SUPPLY,에너지 공급,0.0,0.241667,1,EP_JCPOA_RELIEF
2017-02,2017-01,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-02,2017-01,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-02,2017-01,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-03,2017-02,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-03,2017-02,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2017-03,2017-02,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.609304,0.06093,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-03,2017-02,ENERGY_SUPPLY,에너지 공급,0.0,0.226211,1,EP_JCPOA_RELIEF
2017-03,2017-02,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-03,2017-02,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-03,2017-02,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-04,2017-03,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-04,2017-03,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2017-04,2017-03,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.557375,0.055737,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-04,2017-03,ENERGY_SUPPLY,에너지 공급,0.0,0.212441,1,EP_JCPOA_RELIEF
2017-04,2017-03,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-04,2017-03,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-04,2017-03,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-05,2017-04,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-05,2017-04,TRADE_TARIFF_SANCTION,무역/관세/제재,0.733333,0.256667,1,EP_S232_STEEL
2017-05,2017-04,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.511111,0.051111,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-05,2017-04,ENERGY_SUPPLY,에너지 공급,0.0,0.200173,1,EP_JCPOA_RELIEF
2017-05,2017-04,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-05,2017-04,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-05,2017-04,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-06,2017-05,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-06,2017-05,TRADE_TARIFF_SANCTION,무역/관세/제재,0.518545,0.181491,1,EP_S232_STEEL
2017-06,2017-05,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.469895,0.04699,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-06,2017-05,ENERGY_SUPPLY,에너지 공급,0.0,0.189244,1,EP_JCPOA_RELIEF
2017-06,2017-05,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-06,2017-05,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-06,2017-05,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-07,2017-06,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-07,2017-06,TRADE_TARIFF_SANCTION,무역/관세/제재,0.366667,0.128333,1,EP_S232_STEEL
2017-07,2017-06,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.433176,0.043318,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-07,2017-06,ENERGY_SUPPLY,에너지 공급,0.0,0.179508,1,EP_JCPOA_RELIEF
2017-07,2017-06,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-07,2017-06,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-07,2017-06,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-08,2017-07,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-08,2017-07,TRADE_TARIFF_SANCTION,무역/관세/제재,0.259272,0.090745,1,EP_S232_STEEL
2017-08,2017-07,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.400463,0.040046,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-08,2017-07,ENERGY_SUPPLY,에너지 공급,0.0,0.170833,1,EP_JCPOA_RELIEF
2017-08,2017-07,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-08,2017-07,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-08,2017-07,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-09,2017-08,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-09,2017-08,TRADE_TARIFF_SANCTION,무역/관세/제재,0.183333,0.064167,1,EP_S232_STEEL
2017-09,2017-08,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.371318,0.037132,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-09,2017-08,ENERGY_SUPPLY,에너지 공급,0.0,0.163105,1,EP_JCPOA_RELIEF
2017-09,2017-08,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-09,2017-08,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-09,2017-08,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-10,2017-09,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-10,2017-09,TRADE_TARIFF_SANCTION,무역/관세/제재,0.129636,0.045373,1,EP_S232_STEEL
2017-10,2017-09,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.345354,0.034535,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-10,2017-09,ENERGY_SUPPLY,에너지 공급,0.0,0.15622,1,EP_JCPOA_RELIEF
2017-10,2017-09,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-10,2017-09,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-10,2017-09,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-11,2017-10,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-11,2017-10,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2017-11,2017-10,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.322222,0.032222,4,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_CTL_PLATE_ADCVD|EP_HRS_ADCVD
2017-11,2017-10,ENERGY_SUPPLY,에너지 공급,0.0,0.150087,1,EP_JCPOA_RELIEF
2017-11,2017-10,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-11,2017-10,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-11,2017-10,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2017-12,2017-11,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2017-12,2017-11,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2017-12,2017-11,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.301614,0.030161,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2017-12,2017-11,ENERGY_SUPPLY,에너지 공급,0.0,0.144622,1,EP_JCPOA_RELIEF
2017-12,2017-11,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2017-12,2017-11,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2017-12,2017-11,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-01,2017-12,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-01,2017-12,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2018-01,2017-12,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.283255,0.028325,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-01,2017-12,ENERGY_SUPPLY,에너지 공급,0.0,0.139754,1,EP_JCPOA_RELIEF
2018-01,2017-12,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-01,2017-12,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-01,2017-12,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-02,2018-01,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-02,2018-01,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2018-02,2018-01,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.266898,0.02669,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-02,2018-01,ENERGY_SUPPLY,에너지 공급,0.0,0.135417,1,EP_JCPOA_RELIEF
2018-02,2018-01,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-02,2018-01,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-02,2018-01,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-03,2018-02,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-03,2018-02,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2018-03,2018-02,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.252326,0.025233,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-03,2018-02,ENERGY_SUPPLY,에너지 공급,0.0,0.131553,1,EP_JCPOA_RELIEF
2018-03,2018-02,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-03,2018-02,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-03,2018-02,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-04,2018-03,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-04,2018-03,TRADE_TARIFF_SANCTION,무역/관세/제재,1.0,0.35,1,EP_S232_STEEL
2018-04,2018-03,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.239344,0.023934,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-04,2018-03,ENERGY_SUPPLY,에너지 공급,0.0,0.12811,1,EP_JCPOA_RELIEF
2018-04,2018-03,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-04,2018-03,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-04,2018-03,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-05,2018-04,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-05,2018-04,TRADE_TARIFF_SANCTION,무역/관세/제재,0.907264,0.317542,1,EP_S232_STEEL
2018-05,2018-04,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.227778,0.022778,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-05,2018-04,ENERGY_SUPPLY,에너지 공급,0.0,0.125043,1,EP_JCPOA_RELIEF
2018-05,2018-04,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-05,2018-04,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-05,2018-04,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-06,2018-05,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-06,2018-05,TRADE_TARIFF_SANCTION,무역/관세/제재,0.824645,0.288626,1,EP_S232_STEEL
2018-06,2018-05,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.217474,0.021747,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-06,2018-05,ENERGY_SUPPLY,에너지 공급,0.0,0.122311,1,EP_JCPOA_RELIEF
2018-06,2018-05,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-06,2018-05,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-06,2018-05,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-07,2018-06,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-07,2018-06,TRADE_TARIFF_SANCTION,무역/관세/제재,0.751041,0.377778,2,EP_S232_STEEL|EP_S301_CHINA
2018-07,2018-06,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.208294,0.020829,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-07,2018-06,ENERGY_SUPPLY,에너지 공급,0.0,0.119877,1,EP_JCPOA_RELIEF
2018-07,2018-06,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-07,2018-06,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-07,2018-06,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-08,2018-07,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-08,2018-07,TRADE_TARIFF_SANCTION,무역/관세/제재,0.685466,0.307636,2,EP_S232_STEEL|EP_S301_CHINA
2018-08,2018-07,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.200116,0.020012,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-08,2018-07,ENERGY_SUPPLY,에너지 공급,0.0,0.117708,1,EP_JCPOA_RELIEF
2018-08,2018-07,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-08,2018-07,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-08,2018-07,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-09,2018-08,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-09,2018-08,TRADE_TARIFF_SANCTION,무역/관세/제재,0.627046,0.377778,2,EP_S232_STEEL|EP_S301_CHINA
2018-09,2018-08,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.196464,0.019646,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-09,2018-08,ENERGY_SUPPLY,에너지 공급,0.0,0.115776,1,EP_JCPOA_RELIEF
2018-09,2018-08,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-09,2018-08,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-09,2018-08,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-10,2018-09,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-10,2018-09,TRADE_TARIFF_SANCTION,무역/관세/제재,0.622222,0.444444,2,EP_S232_STEEL|EP_S301_CHINA
2018-10,2018-09,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.193491,0.019349,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-10,2018-09,ENERGY_SUPPLY,에너지 공급,0.0,0.114055,1,EP_JCPOA_RELIEF
2018-10,2018-09,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-10,2018-09,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-10,2018-09,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-11,2018-10,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-11,2018-10,TRADE_TARIFF_SANCTION,무역/관세/제재,0.543024,0.387874,2,EP_S232_STEEL|EP_S301_CHINA
2018-11,2018-10,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.190991,0.019099,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-11,2018-10,ENERGY_SUPPLY,에너지 공급,0.0,0.112522,1,EP_JCPOA_RELIEF
2018-11,2018-10,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-11,2018-10,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-11,2018-10,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2018-12,2018-11,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2018-12,2018-11,TRADE_TARIFF_SANCTION,무역/관세/제재,0.487323,0.340305,2,EP_S232_STEEL|EP_S301_CHINA
2018-12,2018-11,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.188889,0.018889,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2018-12,2018-11,ENERGY_SUPPLY,에너지 공급,0.0,0.111156,1,EP_JCPOA_RELIEF
2018-12,2018-11,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2018-12,2018-11,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2018-12,2018-11,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2019-01,2018-12,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2019-01,2018-12,TRADE_TARIFF_SANCTION,무역/관세/제재,0.45052,0.300303,2,EP_S232_STEEL|EP_S301_CHINA
2019-01,2018-12,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.187121,0.018712,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2019-01,2018-12,ENERGY_SUPPLY,에너지 공급,0.0,0.109938,1,EP_JCPOA_RELIEF
2019-01,2018-12,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2019-01,2018-12,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2019-01,2018-12,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2019-02,2019-01,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2019-02,2019-01,TRADE_TARIFF_SANCTION,무역/관세/제재,0.417733,0.266667,2,EP_S232_STEEL|EP_S301_CHINA
2019-02,2019-01,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.185635,0.018563,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2019-02,2019-01,ENERGY_SUPPLY,에너지 공급,0.0,0.108854,1,EP_JCPOA_RELIEF
2019-02,2019-01,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2019-02,2019-01,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2019-02,2019-01,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2019-03,2019-02,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2019-03,2019-02,TRADE_TARIFF_SANCTION,무역/관세/제재,0.388523,0.238382,2,EP_S232_STEEL|EP_S301_CHINA
2019-03,2019-02,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.184384,0.018438,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2019-03,2019-02,ENERGY_SUPPLY,에너지 공급,0.0,0.107888,1,EP_JCPOA_RELIEF
2019-03,2019-02,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2019-03,2019-02,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2019-03,2019-02,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2019-04,2019-03,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2019-04,2019-03,TRADE_TARIFF_SANCTION,무역/관세/제재,0.3625,0.214597,2,EP_S232_STEEL|EP_S301_CHINA
